full_name,position,current_team,current_age,years_exp,talent_ppg,availability_score,risk_cv,dcf_value,replacement_value,vorp
Joe Jackson,DL,KC,30,2,4.40,0.76,1.01,0.00,0.00,0.00
Justyn Ross,WR,KC,27,2,4.96,0.44,0.61,0.00,0.00,0.00
Ezekiel Turner,LB,DET,30,7,3.65,0.47,0.67,0.00,0.00,0.00
Mike Gesicki,TE,CIN,31,7,6.82,0.79,0.77,0.00,0.00,0.00
Drue Tranquill,LB,KC,31,6,7.94,0.89,0.73,0.00,0.00,0.00
Chris Hogan,WR,NO,39,10,4.90,0.72,0.53,0.00,0.00,0.00
Andrew Van Ginkel,LB,MIN,31,6,11.28,0.86,0.76,0.00,0.00,0.00
Derwin James,DB,LAC,30,7,10.59,0.85,0.54,0.00,0.00,0.00
Malcolm Smith,LB,CLE,37,10,5.54,0.84,0.92,0.00,0.00,0.00
Christopher Herndon,TE,MIN,30,3,3.27,0.72,0.71,0.00,0.00,0.00
Jerome Baker,LB,CLE,30,7,7.20,0.76,0.83,0.00,0.00,0.00
Terrace Marshall Jr.,WR,PHI,26,4,5.47,0.54,0.72,0.00,0.00,0.00
Cameron Sutton,DB,PIT,31,7,7.07,0.70,0.75,0.00,0.00,0.00
Dan Chisena,WR,CAR,29,5,4.13,0.35,0.43,0.00,0.00,0.00
Carl Davis,DL,WAS,34,10,4.06,0.37,1.38,0.00,0.00,0.00
Greg Stroman,DB,NYG,30,6,6.27,0.41,0.99,0.00,0.00,0.00
Eli Ankou,DL,BUF,32,7,4.41,0.36,1.34,0.00,0.00,0.00
Tommy DeVito,QB,NE,28,2,10.90,0.56,0.72,0.00,0.00,0.00
Tim Ward,DL,GB,29,3,4.46,0.72,1.28,0.00,0.00,0.00
J.J. Arcega-Whiteside,WR,ATL,30,4,4.53,0.75,0.74,0.00,0.00,0.00
Emmanuel Moseley,DB,DET,30,6,7.87,0.48,0.68,0.00,0.00,0.00
Stephen Sullivan,TE,CAR,30,4,3.23,0.39,0.62,0.00,0.00,0.00
Justin Hardee,DB,TEN,32,7,3.32,0.44,0.48,0.00,0.00,0.00
Jordan Matthews,TE,CAR,34,10,0.00,0.51,,0.00,0.00,0.00
Neil Farrell,DL,MIA,28,2,3.93,0.40,1.03,0.00,0.00,0.00
Kurt Hinish,DL,HOU,27,3,3.62,0.57,1.13,0.00,0.00,0.00
Isaiah Thomas,LB,CIN,28,3,5.01,0.47,0.99,0.00,0.00,0.00
Montrell Washington,WR,NYG,27,3,4.20,0.39,0.70,0.00,0.00,0.00
Dicaprio Bootle,DB,LAC,29,3,4.52,0.39,0.94,0.00,0.00,0.00
Kenny Yeboah,TE,DET,28,4,2.93,0.38,0.73,0.00,0.00,0.00
Derick Roberson,LB,HOU,31,3,5.74,0.72,0.74,0.00,0.00,0.00
Isaiah Bolden,DB,SF,27,2,4.80,0.63,0.78,0.00,0.00,0.00
Jaquelin Roy,DL,NE,26,2,4.99,0.51,0.95,0.00,0.00,0.00
Chandler Wooten,LB,CAR,27,2,4.73,0.40,0.55,0.00,0.00,0.00
Brandon Johnson,WR,DEN,28,3,5.11,0.46,0.78,0.00,0.00,0.00
Jesse Luketa,LB,LA,27,3,5.21,0.49,0.87,0.00,0.00,0.00
Dorian Thompson-Robinson,QB,PHI,27,2,10.54,0.58,1.04,0.00,0.00,0.00
Jamal Perry,DB,MIA,32,6,5.22,0.68,0.00,0.00,0.00,0.00
Cody Thompson,WR,TB,30,5,4.73,0.37,0.20,0.00,0.00,0.00
Cam Gill,LB,MIN,29,5,4.01,0.53,1.06,0.00,0.00,0.00
D.J. Williams,RB,TB,27,0,0.00,0.50,,0.00,0.00,0.00
Dante Miller,RB,NYG,27,1,0.00,0.50,,0.00,0.00,0.00
Hendon Hooker,QB,NYJ,28,2,9.94,0.60,0.89,0.00,0.00,0.00
KJ Henry,DL,CLE,27,2,5.66,0.50,1.07,0.00,0.00,0.00
Cam Smith,DB,MIA,26,2,4.76,0.48,0.56,0.00,0.00,0.00
Rakim Jarrett,WR,PIT,25,2,4.22,0.56,0.76,0.00,0.00,0.00
Roderic Teamer,DB,NO,29,5,4.05,0.44,0.73,0.00,0.00,0.00
Terell Smith,DB,CHI,27,2,6.36,0.66,0.64,0.00,0.00,0.00
Desmond Ridder,QB,GB,27,3,12.87,0.62,0.67,0.00,0.00,0.00
Vi Jones,LB,ARI,28,3,4.73,0.59,1.04,0.00,0.00,0.00
Kendric Pryor,WR,CIN,28,3,4.99,0.55,0.00,0.00,0.00,0.00
Shemar Jean-Charles,DB,SEA,28,4,4.22,0.41,1.03,0.00,0.00,0.00
Joe Gaziano,DL,TEN,30,5,3.65,0.40,1.15,0.00,0.00,0.00
Armon Watts,DL,NYG,30,5,4.09,0.59,1.13,0.00,0.00,0.00
Jonathan Harris,DL,MIN,30,6,4.22,0.53,0.71,0.00,0.00,0.00
Eli Ricks,DB,PHI,25,2,4.25,0.55,0.65,0.00,0.00,0.00
Jalen McMillan,WR,TB,25,1,6.83,0.61,0.77,61.23,61.67,-0.41
Brian Robinson,RB,SF,27,3,8.22,0.83,0.67,175.31,176.16,-0.80
Myles Gaskin,RB,SEA,29,6,7.17,0.40,0.95,49.46,50.58,-1.02
Michael Carter,RB,ARI,27,4,7.93,0.68,0.73,139.47,141.05,-1.46
Jayden Higgins,WR,HOU,24,0,6.16,0.91,0.63,168.20,170.63,-2.28
Henry Ruggs,WR,LV,27,1,6.49,0.78,0.52,72.79,77.13,-4.11
Jordan Howard,RB,NO,32,6,6.00,0.56,0.74,21.92,26.59,-4.33
Giovani Bernard,RB,TB,35,9,5.23,0.61,1.00,0.62,6.25,-5.06
Jalen Coker,WR,CAR,25,1,6.33,0.69,0.64,64.24,69.81,-5.20
Chris Carson,RB,SEA,32,5,6.09,0.71,0.45,27.78,33.24,-5.22
David Johnson,RB,NO,35,7,5.71,0.67,0.61,0.69,6.88,-5.82
Pat Bryant,WR,DEN,24,0,5.97,0.77,0.54,139.35,145.83,-6.14
Damien Williams,RB,ARI,34,9,4.57,0.50,1.17,0.84,8.40,-6.67
Damien Harris,RB,BUF,29,4,7.24,0.68,0.70,85.58,92.86,-6.77
Alex Collins,RB,SEA,32,5,5.80,0.81,0.83,30.35,38.09,-7.10
Jeff Wilson,RB,MIA,31,7,6.23,0.64,0.88,33.52,42.54,-8.22
Devaughn Vele,WR,NO,29,1,6.56,0.71,0.68,56.46,65.75,-8.65
Jermaine Burton,WR,CIN,25,1,5.86,0.62,0.55,53.09,62.27,-8.68
Tory Horton,WR,SEA,24,0,5.75,0.62,0.57,106.78,116.07,-8.77
James White,RB,NE,34,8,5.55,0.69,0.87,1.15,11.52,-9.46
Tez Johnson,WR,TB,24,0,5.81,0.80,0.83,140.23,150.79,-9.69
Dameon Pierce,RB,KC,26,3,6.99,0.59,0.93,133.03,143.84,-9.81
Kamari Lassiter,DB,HOU,23,1,8.94,0.86,0.52,119.10,129.52,-9.88
Chimere Dike,WR,TEN,25,0,6.45,0.93,0.87,163.46,174.41,-9.99
Jakob Johnson,RB,HOU,32,6,3.26,0.33,0.67,1.19,11.95,-10.04
Xavier Weaver,WR,ARI,26,1,5.17,0.42,0.32,31.62,42.09,-10.14
Isaiah Williams,WR,NYJ,25,1,5.44,0.51,0.60,40.75,51.55,-10.16
Ryan Flournoy,WR,DAL,27,1,5.78,0.72,0.94,59.65,70.92,-10.21
Le'Veon Bell,RB,TB,34,8,4.97,0.76,0.96,1.27,12.75,-10.37
Casey Washington,WR,ATL,25,1,5.05,0.44,0.44,32.29,43.98,-11.18
Matthew Golden,WR,GB,23,0,5.51,0.83,0.76,144.23,156.33,-11.19
Javon Baker,WR,SF,24,1,4.98,0.55,0.00,43.92,55.19,-11.27
Kameron Johnson,WR,TB,24,1,4.42,0.45,1.63,32.57,46.04,-11.27
Ja'Lynn Polk,WR,NO,24,1,5.18,0.71,0.73,59.91,72.25,-11.43
Bub Means,WR,NO,25,1,5.46,0.59,0.65,47.54,59.84,-11.51
Elijah Mitchell,RB,NE,28,4,7.18,0.48,0.79,67.26,79.89,-11.63
Mason Tipton,WR,NO,26,1,5.23,0.53,0.77,40.49,53.27,-11.80
Devontez Walker,WR,BAL,25,1,5.00,0.47,0.64,34.51,47.48,-12.15
Anthony Gould,WR,IND,25,1,4.61,0.40,0.59,26.92,40.20,-12.50
Jahdae Walker,WR,CHI,24,0,5.47,0.56,0.39,92.94,106.15,-12.69
Ainias Smith,WR,CAR,25,1,5.21,0.59,1.18,45.32,59.84,-12.80
Cooper DeJean,DB,PHI,23,1,8.62,0.81,0.59,108.03,121.90,-13.06
Malik Washington,WR,MIA,26,1,5.76,0.86,0.61,71.79,85.69,-13.06
Tahj Washington,WR,MIA,25,1,5.09,0.54,0.53,40.08,54.13,-13.31
Malcolm Brown,RB,LA,33,7,4.93,0.63,0.66,1.60,16.02,-13.47
Dwayne Washington,RB,DEN,32,7,3.74,0.45,0.51,1.62,16.19,-13.82
Tykee Smith,DB,TB,25,1,8.96,0.81,0.63,106.18,120.96,-13.85
Jha'Quan Jackson,WR,NO,26,1,5.11,0.55,0.00,40.56,54.62,-14.06
Jacob Cowing,WR,SF,25,1,5.11,0.59,0.64,44.50,59.84,-14.35
Spencer Rattler,QB,NO,26,1,13.68,0.61,0.42,124.21,139.25,-14.41
Johnny Wilson,WR,PHI,25,1,5.11,0.59,0.57,44.48,59.84,-14.48
Xavier Restrepo,WR,TEN,24,0,5.26,0.54,0.42,85.19,101.19,-15.33
Jalen Royals,WR,KC,23,0,4.99,0.54,0.42,84.90,101.57,-15.97
Michael Penix Jr.,QB,ATL,26,1,13.39,0.60,0.71,118.98,136.28,-16.07
Antoine Green,WR,DET,27,1,4.97,0.59,0.00,41.88,57.98,-16.10
Ameer Abdullah,RB,IND,33,10,5.03,0.77,0.87,1.97,19.73,-16.21
Jalen Richard,RB,LV,33,5,4.44,0.76,0.57,1.95,19.51,-16.55
Godwin Igwebuike,RB,PIT,32,5,3.82,0.46,1.11,2.19,21.89,-17.51
Tyler Allgeier,RB,ATL,26,3,7.08,0.92,0.69,211.42,230.64,-17.89
Roman Wilson,WR,PIT,25,1,4.76,0.67,1.07,46.65,67.40,-18.52
Beaux Collins,WR,NYG,24,0,5.10,0.54,0.05,82.56,101.19,-18.54
Dillon Stoner,WR,LV,28,1,4.97,0.69,0.00,48.34,66.93,-18.60
Dont'e Thornton Jr.,WR,LV,24,0,5.27,0.67,0.51,106.21,125.99,-18.78
Rashaad Penny,RB,CAR,30,6,5.74,0.53,1.12,31.85,53.17,-18.94
Chase Edmonds,RB,WAS,30,7,6.11,0.57,0.89,36.22,57.04,-18.98
Jamari Thrash,WR,CLE,26,1,4.20,0.51,0.38,31.11,50.93,-19.06
Jonathan Williams,RB,WAS,32,7,4.62,0.50,0.82,2.34,23.41,-19.35
Dazz Newsome,WR,SF,27,1,4.89,0.71,0.40,49.68,69.85,-19.36
Bryce Oliver,WR,TEN,26,1,4.00,0.49,0.60,28.77,49.52,-19.51
Theo Johnson,TE,NYG,25,1,6.05,0.76,0.61,77.52,99.10,-20.27
Luke McCaffrey,WR,WAS,25,1,4.51,0.63,0.78,41.83,63.85,-20.30
Isaac TeSlaa,WR,DET,24,0,5.26,0.72,0.58,114.28,135.91,-20.39
Konata Mumpfield,WR,LA,24,0,5.16,0.67,0.69,103.94,125.99,-20.53
Jordan Watkins,WR,SF,24,0,4.91,0.54,0.37,79.55,101.19,-20.84
K.J. Hill,WR,LAC,29,1,5.17,0.69,0.00,43.56,64.42,-20.87
Jordan Wilkins,RB,CLE,32,5,4.73,0.54,0.89,2.56,25.64,-21.02
Derrick Gore,RB,WAS,32,4,4.86,0.56,0.98,2.63,26.27,-21.33
Alex Armah,RB,WAS,32,6,3.62,0.57,1.13,2.70,26.98,-21.53
Miles Battle,DB,NE,26,1,5.80,0.37,0.82,30.99,54.57,-21.66
Shemar Bartholomew,DB,GB,26,1,6.01,0.37,0.35,32.09,54.57,-21.69
Jordan Whittington,WR,LA,26,1,4.62,0.73,0.90,49.08,73.10,-21.85
Isaiah Bond,WR,CLE,22,0,5.09,0.85,0.76,137.69,161.65,-22.13
Gage Larvadain,WR,CLE,23,0,4.73,0.62,0.61,92.32,116.50,-22.70
Corey Clement,RB,ARI,32,6,4.72,0.62,1.17,2.92,29.20,-23.19
Trenton Cannon,RB,TEN,32,4,3.68,0.56,0.22,2.64,26.40,-23.24
Theo Wease Jr.,WR,MIA,25,0,5.28,0.56,0.49,80.98,105.43,-23.26
Nick Emmanwori,DB,SEA,22,0,8.49,0.84,0.74,211.61,236.82,-23.34
Malachi Corley,WR,CLE,24,1,3.84,0.65,0.69,40.36,65.79,-23.67
Jared Verse,LB,LA,26,1,8.76,0.92,0.82,115.25,141.43,-24.04
Adam Prentice,RB,DEN,29,4,2.74,0.48,0.77,3.00,29.96,-24.89
Andre' Sam,DB,PHI,27,1,5.18,0.36,0.00,25.73,50.73,-25.00
Jakobie Keeney-James,WR,GB,26,0,5.04,0.51,0.00,69.24,94.42,-25.18
Dwight McGlothern,DB,MIN,24,1,5.34,0.35,0.00,27.70,52.99,-25.29
Jarius Monroe,DB,NYJ,26,1,5.10,0.37,0.71,27.23,54.57,-25.41
Phillip Lindsay,RB,IND,32,4,4.78,0.67,0.95,3.15,31.54,-25.71
Johnny Stanton,RB,CLE,32,4,4.77,0.68,0.92,3.19,31.86,-26.03
Quentin Skinner,WR,NYJ,25,0,5.00,0.51,0.00,69.46,95.58,-26.11
Kamal Hadden,DB,GB,25,1,5.18,0.36,0.00,26.89,53.02,-26.13
Efton Chism III,WR,NE,25,0,4.96,0.54,0.64,72.53,100.50,-26.18
Jacoby Jones,WR,WAS,25,0,4.97,0.51,0.00,69.05,95.58,-26.53
Wayne Gallman,RB,SEA,32,5,4.44,0.74,1.48,3.46,34.63,-26.54
Dalevon Campbell,WR,LAC,25,0,4.97,0.51,0.00,69.02,95.58,-26.56
Laiatu Latu,DL,IND,26,1,8.84,0.81,0.77,104.33,133.39,-26.82
Divaad Wilson,DB,NYG,26,1,5.34,0.42,0.89,32.41,61.95,-26.92
Mike Boone,RB,MIA,31,7,3.63,0.50,1.07,3.37,33.66,-27.06
Jaylin Lane,WR,WAS,24,0,4.99,0.77,0.73,116.34,145.83,-27.33
Nate Wiggins,DB,BAL,23,1,7.54,0.88,0.78,102.65,132.34,-27.38
Joe Milton III,QB,DAL,26,1,10.60,0.44,1.16,69.53,100.56,-27.43
Dallas Turner,LB,MIN,23,1,7.68,0.79,1.08,93.69,124.95,-27.89
Andru Phillips,DB,NYG,25,1,7.74,0.85,0.81,95.27,125.71,-27.98
Dare Ogunbowale,RB,HOU,32,8,4.14,0.73,1.00,3.46,34.61,-28.02
Brandon Codrington,DB,BUF,26,1,5.00,0.40,0.64,28.82,58.83,-28.10
Mike Sainristil,DB,WAS,26,1,7.94,0.93,0.65,105.66,135.95,-28.31
Jermaine Jackson,WR,NO,26,0,4.94,0.55,0.00,72.41,100.85,-28.44
Wendell Smallwood,RB,WAS,32,5,4.95,0.68,0.05,3.19,31.86,-28.53
Peyton Barber,RB,LV,32,5,5.40,0.76,1.18,3.60,36.01,-28.58
Tai Felton,WR,MIN,23,0,4.43,0.62,0.46,86.46,116.50,-28.66
Beau Brade,DB,NYG,24,1,4.96,0.37,0.00,27.12,55.80,-28.68
Daijahn Anthony,DB,CIN,26,1,4.78,0.41,0.87,27.93,59.66,-28.97
Caelen Carson,DB,DAL,24,1,6.09,0.51,0.58,45.69,76.61,-29.12
Kitan Oladapo,DB,GB,26,1,4.88,0.43,1.09,30.03,62.82,-29.20
Tarheeb Still,DB,LAC,24,1,7.48,0.80,0.89,88.40,120.60,-29.33
Jalyx Hunt,LB,PHI,25,1,7.95,0.79,0.88,91.71,124.00,-29.44
Devin Culp,TE,TB,26,1,3.54,0.41,0.55,20.96,52.75,-30.03
Kedon Slovis,QB,ARI,25,1,10.86,0.52,0.00,87.80,118.11,-30.31
Ramel Keyton,WR,LV,26,0,4.86,0.57,0.19,74.41,105.30,-30.31
Jaylin Noel,WR,HOU,24,0,4.90,0.83,0.95,122.15,155.75,-30.41
Rodney Smith,RB,DET,30,1,5.12,0.66,0.00,35.70,66.12,-30.42
KeAndre Lambert-Smith,WR,LAC,25,0,4.80,0.59,0.83,77.07,110.36,-30.51
Edgerrin Cooper,LB,GB,25,1,8.13,0.87,0.79,102.84,136.05,-30.57
Tre Harris,WR,LAC,24,0,5.00,0.85,0.50,128.44,160.71,-30.64
Demani Richardson,DB,CAR,26,1,5.55,0.51,0.87,40.30,74.09,-30.84
Jaydon Blue,RB,DAL,22,0,5.11,0.57,1.00,170.67,205.95,-31.75
Gabriel Murphy,LB,MIN,26,1,4.62,0.36,0.00,23.96,55.73,-31.77
Cullen Gillaspia,RB,SEA,31,3,4.07,0.54,0.21,3.60,36.05,-31.77
Trey Ragas,RB,LA,30,1,4.87,0.66,0.00,34.09,66.12,-32.02
Sanoussi Kane,DB,TEN,25,1,4.64,0.42,0.56,28.40,62.50,-32.20
Kool-Aid McKinstry,DB,NO,24,1,7.41,0.85,0.75,92.25,127.07,-32.23
Jarvis Brownlee Jr.,DB,NYJ,25,1,6.98,0.74,0.71,75.53,110.50,-32.47
Brenden Bates,TE,CLE,27,1,3.10,0.41,0.54,18.40,52.83,-32.56
Ke'Shawn Williams,WR,CIN,25,0,4.55,0.56,0.84,69.77,105.43,-32.66
Jared Wiley,TE,KC,26,1,3.07,0.39,0.14,17.51,50.68,-32.70
Darius Cooper,WR,PHI,25,0,4.80,0.62,0.53,80.51,115.28,-32.92
Terrion Arnold,DB,DET,23,1,6.62,0.73,0.56,74.38,109.34,-33.00
Calen Bullock,DB,HOU,23,1,7.14,0.91,0.87,100.33,136.71,-33.21
Elijah Jones,DB,ARI,26,1,5.57,0.50,0.00,39.98,73.27,-33.28
Swayze Bozeman,LB,NYG,28,1,4.39,0.38,0.47,18.69,53.81,-33.46
Devine Ozigbo,RB,DET,30,4,4.22,0.41,0.83,4.09,40.91,-33.78
Cedric Gray,LB,TEN,24,1,7.34,0.73,0.70,78.05,114.42,-33.82
Jaylin Simpson,DB,GB,26,1,5.48,0.50,0.00,39.35,73.27,-33.92
AJ Barner,TE,SEA,24,1,5.27,0.88,0.75,78.41,115.19,-34.01
Stanley Berryhill,WR,DET,28,0,4.97,0.63,0.00,76.12,110.31,-34.18
Storm Duck,DB,MIA,26,1,5.23,0.52,0.65,38.69,75.60,-34.50
Isaiah Dunn,DB,SEA,27,1,5.20,0.53,0.71,38.58,75.75,-34.54
Jacob Kibodi,RB,CLE,28,0,5.06,0.52,0.00,52.52,87.12,-34.60
Zion Logue,DL,BUF,25,1,4.63,0.39,0.96,26.56,64.86,-34.63
Taki Taimani,DL,MIN,27,1,4.47,0.35,0.00,22.70,57.34,-34.65
Jacory Croskey-Merritt,RB,WAS,25,0,6.43,0.91,0.91,217.52,255.71,-34.70
Tip Reiman,TE,ARI,25,1,3.07,0.45,0.31,23.51,59.34,-34.72
Josh Wallace,DB,LA,26,1,5.34,0.56,1.14,43.31,82.75,-34.94
Dalen Cambre,WR,NYG,25,0,4.58,0.56,0.00,70.22,105.43,-35.21
Brandon Dorlus,DL,ATL,25,1,6.79,0.58,0.77,57.68,95.97,-35.32
Francis Bernard,LB,DAL,31,1,4.51,0.69,0.00,19.57,54.94,-35.37
Jaylon Carlies,LB,IND,25,1,5.10,0.47,0.89,35.09,74.05,-35.48
Kris Abrams-Draine,DB,DEN,25,1,5.24,0.54,0.90,41.07,80.08,-35.49
Dadrion Taylor-Demerson,DB,ARI,25,1,6.32,0.69,0.86,63.32,102.27,-35.60
Cam Grandy,TE,CIN,27,1,2.98,0.44,0.45,18.85,56.20,-35.66
Jordan Colbert,DB,MIA,26,1,5.11,0.53,0.71,38.57,77.12,-35.82
Andrew Beck,RB,NYJ,30,6,3.60,0.44,0.90,4.41,44.06,-36.09
Loren Strickland,DB,DET,26,1,5.18,0.50,0.00,37.16,73.27,-36.11
Chop Robinson,LB,MIA,23,1,6.73,0.74,0.94,77.04,117.23,-36.40
Brennan Jackson,LB,LV,26,1,4.23,0.41,0.56,24.98,63.55,-36.40
Rashad Wisdom,DB,TB,25,1,5.18,0.50,0.00,37.71,74.36,-36.65
DJ James,DB,NE,25,1,5.18,0.50,0.00,37.71,74.36,-36.65
Chris Edmonds,DB,CLE,25,1,5.18,0.50,0.00,37.71,74.36,-36.65
Jordan Jefferson,DL,CIN,25,1,4.55,0.42,1.11,27.88,69.22,-36.75
Jack Bech,WR,LV,24,0,4.56,0.77,0.68,106.35,145.83,-36.79
Jarrian Jones,DB,JAX,25,1,6.84,0.82,0.84,81.99,122.50,-37.11
Jerome Ford,RB,CLE,27,3,7.15,0.74,0.82,112.29,152.81,-37.21
Kamren Kinchens,DB,LA,24,1,6.95,0.88,1.16,89.74,131.85,-37.24
Isaiah Johnson,DB,MIA,26,1,5.04,0.53,0.47,38.03,77.12,-37.25
Ja'Tavion Sanders,TE,CAR,23,1,4.53,0.74,0.66,56.54,96.47,-37.32
Boston Scott,RB,PIT,31,6,4.74,0.70,1.10,4.67,46.71,-37.40
Trayveon Williams,RB,CLE,29,6,3.15,0.45,1.00,4.62,46.20,-37.44
Jaden Crumedy,DL,CAR,26,1,4.23,0.40,0.94,24.72,66.08,-37.48
Khristian Boyd,DL,NO,26,1,4.26,0.39,0.59,24.07,63.92,-37.51
Deantre Prince,DB,JAX,26,1,5.13,0.58,1.10,42.84,85.30,-37.79
Qwan'tez Stiggers,DB,NYJ,24,1,5.01,0.55,1.02,40.54,82.65,-37.81
Jeremy McNichols,RB,WAS,31,8,4.71,0.69,0.88,4.61,46.13,-37.88
Dylan Sampson,RB,CLE,22,0,5.45,0.86,0.96,274.99,317.00,-37.97
Reddy Steward,DB,DAL,25,1,5.84,0.64,0.59,54.00,94.45,-38.08
John Kelly,RB,CLE,30,6,4.74,0.42,0.00,4.23,42.32,-38.08
Kyle Williams,WR,NE,24,0,4.30,0.72,1.00,93.56,135.91,-38.12
McKinnley Jackson,DL,CIN,25,1,4.56,0.43,1.11,28.97,71.86,-38.13
Rico Payton,DB,NYG,27,1,4.22,0.51,0.97,29.72,71.95,-38.13
Millard Bradford,DB,CHI,27,1,5.04,0.56,0.47,39.16,79.42,-38.36
Renardo Green,DB,SF,26,1,6.66,0.81,0.67,77.15,118.35,-38.44
Brandon Joseph,DB,DET,25,1,5.53,0.58,0.32,46.87,86.58,-38.45
Mike Hall Jr.,DL,CLE,23,1,5.39,0.51,0.84,42.19,84.31,-38.56
Jaylen Mahoney,DB,NYJ,26,1,5.18,0.53,0.00,39.68,78.25,-38.57
Craig Reynolds,RB,NE,30,6,4.23,0.47,0.92,4.73,47.31,-38.66
Tyler Shough,QB,NO,27,0,13.41,0.76,0.36,280.56,320.74,-38.76
Tatum Bethune,LB,SF,25,1,5.75,0.58,0.84,48.87,91.39,-38.96
Christian Roland-Wallace,DB,KC,25,1,5.60,0.63,0.79,51.51,93.90,-39.03
Patrick McMorris,DB,NYG,25,1,5.18,0.53,0.00,40.28,79.42,-39.14
Julius Wood,DB,DAL,25,1,5.18,0.53,0.00,40.28,79.42,-39.14
Evan Williams,DB,GB,25,1,6.50,0.78,0.68,73.70,115.80,-39.25
Kalen Ballage,RB,PIT,31,3,4.29,0.74,1.07,4.90,49.05,-39.43
Tariq Carpenter,DB,PIT,28,1,4.56,0.49,0.39,25.09,66.14,-39.44
Dontrell Hilliard,RB,TEN,31,4,5.67,0.71,0.78,4.76,47.55,-39.44
Marcellas Dial Jr.,DB,NE,26,1,5.19,0.58,0.58,43.32,85.30,-39.55
Ito Smith,RB,DAL,31,3,4.79,0.66,0.00,4.41,44.14,-39.73
Tyler Nubin,DB,NYG,25,1,6.54,0.79,0.57,75.15,117.33,-39.78
Justin Eboigbe,DL,LAC,25,1,6.21,0.60,1.06,54.49,99.08,-39.85
Colson Yankoff,TE,WAS,26,1,2.76,0.46,0.37,18.63,60.04,-39.87
Cam Ward,QB,TEN,24,0,12.77,0.94,0.46,357.31,399.25,-40.02
Cole Bishop,DB,BUF,24,1,6.53,0.81,0.86,77.99,121.87,-40.11
Jaden Davis,DB,ARI,25,1,4.96,0.53,0.00,38.04,78.28,-40.23
Trevin Wallace,LB,CAR,23,1,6.39,0.73,0.66,71.88,115.15,-40.41
Patrick Laird,RB,TB,31,4,4.50,0.69,0.26,4.61,46.10,-40.43
Jacoby Windmon,LB,CAR,25,1,5.73,0.62,1.04,51.52,96.72,-40.52
Ryan Nall,RB,DAL,31,4,4.21,0.71,0.43,4.71,47.08,-40.57
Jowon Briggs,DL,NYJ,25,1,6.18,0.59,0.85,53.66,98.15,-40.68
Dee Williams,DB,CLE,27,1,4.96,0.56,0.00,38.60,79.42,-40.82
Reggie Bonnafon,RB,WAS,30,4,4.65,0.50,0.90,5.00,49.96,-40.91
Nehemiah Pritchett,DB,SEA,25,1,4.53,0.54,0.76,35.30,79.66,-41.00
Myjai Sanders,LB,HOU,28,1,5.78,0.59,0.98,38.32,83.81,-41.04
Benny Sapp III,DB,ATL,26,1,5.18,0.57,0.00,42.63,84.05,-41.43
Jaylin Williams,DB,MIN,26,1,5.18,0.57,0.00,42.63,84.05,-41.43
Ke'Shawn Vaughn,RB,SF,29,5,4.37,0.42,1.25,5.26,52.64,-41.44
Mekhi Wingo,DL,DET,23,1,4.03,0.41,0.24,25.41,67.88,-41.46
Jaylan Ford,LB,NO,25,1,3.99,0.44,0.35,25.35,68.32,-41.47
Nolan Turner,DB,TB,29,1,5.36,0.62,0.00,33.49,75.13,-41.64
Oronde Gadsden II,TE,LAC,23,0,5.68,0.87,0.86,166.93,212.53,-41.69
Thomas Harper,DB,DET,26,1,5.42,0.68,1.11,53.27,100.35,-41.85
David Martin-Robinson,TE,TEN,27,1,2.80,0.52,0.81,20.92,66.52,-41.89
Jason Taylor,DB,KC,27,1,4.88,0.62,0.85,41.91,87.74,-41.94
Velus Jones Jr.,RB,SEA,29,3,3.44,0.42,1.17,5.28,52.81,-41.96
Isaiah Stalbird,LB,NO,26,1,4.62,0.53,1.00,35.16,81.79,-41.98
Cade Stover,TE,HOU,26,1,3.58,0.59,0.81,30.85,76.57,-42.01
Riley Leonard,QB,IND,24,0,11.52,0.60,1.42,205.29,254.27,-42.03
Josh Newton,DB,CIN,26,1,5.27,0.67,1.09,50.34,97.60,-42.08
Beanie Bishop Jr.,DB,NO,27,1,6.29,0.87,1.12,76.37,123.96,-42.25
Tyrek Funderburk,DB,MIN,26,1,5.13,0.63,0.78,46.40,92.36,-42.38
Edefuan Ulofoshio,LB,CLE,26,1,4.90,0.57,1.13,40.06,87.86,-42.40
Jaren Hall,QB,SEA,28,1,10.48,0.64,0.72,99.18,145.10,-42.59
Jack Westover,RB,NE,27,1,3.17,0.53,0.18,23.97,67.37,-42.60
Ben Sinnott,TE,WAS,24,1,2.95,0.57,0.71,28.35,74.30,-42.69
Jonathan Ward,RB,BAL,29,5,3.47,0.41,0.79,5.16,51.57,-42.75
Quinyon Mitchell,DB,PHI,25,1,6.53,0.86,0.70,81.66,127.66,-42.77
Marshawn Kneeland,DL,DAL,25,1,5.03,0.51,0.78,37.34,83.84,-42.85
Mark Gilbert,DB,PIT,29,1,5.73,0.68,0.00,39.04,81.92,-42.88
Tyrice Knight,LB,SEA,27,1,6.21,0.77,1.16,66.40,114.99,-42.94
Charles Woods,DB,NE,26,1,4.10,0.52,0.57,30.56,76.15,-42.98
Jimmy Horn Jr.,WR,CAR,24,0,4.22,0.75,0.60,95.07,140.87,-43.04
Cam Hart,DB,LAC,26,1,6.17,0.81,0.85,71.71,118.76,-43.05
Jaheim Bell,TE,PIT,25,1,3.08,0.58,0.56,30.26,75.93,-43.12
